Age,Income,CreditScore,EmploymentStatus,Approved
63,61694,564,Unemployed,0
57,58109,420,Salaried,0
24,50810,737,Self-employed,1
50,133141,452,Salaried,1
26,103686,773,Salaried,1
39,60363,732,Salaried,1
52,88815,556,Self-employed,0
29,81289,602,Salaried,0
32,55822,648,Unemployed,0
31,86085,548,Unemployed,0
36,90720,709,Unemployed,1
21,142937,719,Salaried,1
41,65329,491,Salaried,0
50,33718,559,Salaried,0
33,53531,645,Self-employed,1
54,58220,775,Unemployed,0
24,72192,721,Self-employed,1
48,53604,393,Self-employed,0
58,109663,617,Salaried,1
51,51519,701,Unemployed,1
47,85600,562,Salaried,0
25,145005,553,Salaried,1
45,101607,567,Unemployed,0
23,98522,616,Self-employed,1
53,140719,542,Salaried,1
24,122369,722,Salaried,1
45,101953,555,Salaried,1
40,75678,536,Self-employed,0
54,84319,606,Salaried,1
46,82860,812,Unemployed,0
25,72957,707,Salaried,1
55,91361,714,Salaried,1
48,95522,681,Salaried,1
49,47661,545,Salaried,0
29,133961,579,Self-employed,0
58,97293,560,Self-employed,1
26,77116,770,Salaried,1
39,91635,682,Self-employed,0
64,112911,466,Unemployed,0
31,40999,809,Salaried,0
22,81848,613,Salaried,1
64,49424,721,Salaried,0
64,164710,765,Self-employed,1
29,89145,368,Salaried,1
41,49667,700,Salaried,1
44,192984,622,Self-employed,1
54,68919,383,Unemployed,0
42,78727,525,Salaried,0
23,80896,599,Salaried,0
32,59561,743,Self-employed,1
48,92420,630,Salaried,1
50,20000,666,Salaried,0
46,117576,610,Self-employed,0
41,51165,769,Unemployed,0
48,72540,707,Unemployed,1
46,107545,667,Salaried,1
53,78866,524,Self-employed,0
41,80093,663,Salaried,1
55,54637,900,Salaried,1
54,147869,737,Unemployed,1
61,100944,568,Unemployed,1
38,52516,853,Salaried,1
31,90345,563,Salaried,1
43,50395,728,Salaried,1
42,136672,644,Self-employed,1
37,90989,670,Unemployed,0
25,55733,674,Salaried,1
64,105927,622,Salaried,1
31,76657,607,Salaried,1
50,46353,505,Salaried,0
35,96431,526,Self-employed,0
47,95585,686,Unemployed,1
55,119132,574,Salaried,1
53,86935,549,Salaried,1
40,88211,900,Salaried,1
36,89803,900,Salaried,1
54,132858,713,Salaried,1
22,75697,729,Self-employed,1
55,99083,560,Salaried,0
60,103502,519,Salaried,1
48,95493,612,Self-employed,0
59,74562,650,Salaried,1
26,88618,728,Self-employed,1
29,82190,448,Self-employed,0
40,143776,886,Unemployed,1
21,71267,677,Salaried,1
28,57622,479,Self-employed,0
43,84813,667,Salaried,1
23,82699,550,Unemployed,0
24,90905,543,Self-employed,1
45,71276,533,Salaried,0
58,88311,621,Salaried,1
35,88888,881,Unemployed,1
41,112179,660,Unemployed,1
55,87790,726,Unemployed,0
34,88074,753,Unemployed,1
56,100490,634,Unemployed,1
32,111029,522,Self-employed,1
37,55489,474,Salaried,0
59,47430,607,Salaried,0
29,135864,775,Self-employed,1
55,106122,752,Salaried,1
33,78418,678,Self-employed,0
35,85591,692,Salaried,1
38,73223,634,Self-employed,1
53,91338,597,Salaried,1
26,55844,568,Salaried,0
47,110205,488,Salaried,1
43,90263,847,Salaried,1
47,91348,668,Unemployed,1
54,58181,601,Self-employed,1
58,100728,850,Unemployed,1
34,58870,871,Salaried,1
56,64235,900,Salaried,1
28,87628,622,Salaried,1
55,160219,661,Salaried,1
39,90143,721,Salaried,1
50,20000,832,Salaried,1
34,65724,656,Unemployed,1
40,105511,541,Unemployed,0
45,51146,567,Unemployed,0
60,109933,779,Unemployed,1
44,89764,718,Salaried,1
34,114739,630,Self-employed,1
46,68234,623,Salaried,0
58,65896,630,Salaried,1
43,101949,786,Self-employed,1
42,84774,563,Unemployed,0
39,82959,516,Self-employed,0
23,132069,849,Unemployed,1
62,103124,652,Salaried,1
39,25302,641,Salaried,0
29,108972,723,Salaried,1
48,105969,541,Unemployed,0
40,120547,732,Unemployed,1
27,56809,607,Self-employed,0
34,94744,773,Salaried,1
29,88348,481,Salaried,1
39,56271,699,Salaried,1
34,113402,624,Unemployed,0
58,77753,572,Salaried,0
56,119581,734,Salaried,1
60,62714,633,Salaried,1
37,41182,701,Unemployed,0
50,77723,789,Self-employed,1
29,91957,737,Self-employed,1
53,68974,531,Salaried,1
45,20000,590,Salaried,0
34,96509,700,Salaried,1
31,96369,737,Unemployed,1
55,105615,606,Unemployed,0
61,73585,671,Salaried,1
34,71948,671,Salaried,1
50,128209,686,Unemployed,1
61,37737,520,Self-employed,0
24,77586,494,Salaried,0
24,89269,401,Salaried,0
48,103180,661,Self-employed,1
28,90093,499,Self-employed,1
22,57340,885,Unemployed,1
61,120028,721,Unemployed,1
42,85057,519,Salaried,1
61,34959,774,Self-employed,1
36,91275,775,Salaried,1
49,99258,784,Self-employed,1
50,143822,561,Self-employed,0
32,97262,728,Self-employed,1
55,40539,785,Unemployed,0
31,41592,822,Self-employed,1
41,122761,482,Unemployed,1
41,60915,626,Salaried,1
25,38512,557,Salaried,0
40,115015,855,Self-employed,1
57,70727,704,Unemployed,1
23,113410,748,Salaried,1
64,57558,702,Salaried,1
53,129214,691,Salaried,1
29,111161,555,Self-employed,1
29,63319,600,Unemployed,0
24,35188,657,Self-employed,0
55,154154,578,Unemployed,1
37,78693,558,Self-employed,0
54,62118,627,Salaried,0
44,126589,583,Self-employed,1
52,113372,655,Self-employed,1
21,120483,601,Unemployed,0
28,82044,574,Salaried,0
43,141431,547,Salaried,1
60,45681,650,Salaried,1
32,68438,747,Self-employed,1
32,96696,721,Salaried,1
35,120043,482,Self-employed,1
61,104834,744,Unemployed,1
39,82514,720,Salaried,0
46,70745,747,Self-employed,1
49,120205,769,Unemployed,1
42,107931,569,Self-employed,1
60,58764,617,Salaried,0
41,57871,846,Salaried,1
58,68635,840,Self-employed,1
40,64787,641,Salaried,1
49,115895,716,Self-employed,1
24,98071,725,Unemployed,1
27,101733,843,Self-employed,1
48,90750,687,Salaried,1
48,92163,516,Salaried,1
24,37545,597,Unemployed,1
42,108825,900,Unemployed,1
32,68095,511,Salaried,0
23,84005,655,Salaried,1
42,70804,900,Self-employed,1
64,89376,562,Salaried,1
22,102192,350,Salaried,0
44,54734,370,Salaried,0
54,92582,562,Salaried,0
47,71529,456,Salaried,0
61,124643,764,Salaried,0
21,51561,679,Salaried,0
28,54924,415,Self-employed,0
43,74212,474,Self-employed,0
58,57230,786,Salaried,1
26,78268,671,Unemployed,1
42,69163,807,Salaried,1
45,87652,773,Salaried,1
38,115242,523,Salaried,1
37,87138,747,Self-employed,0
32,89870,711,Salaried,1
26,53280,434,Salaried,0
46,80978,500,Self-employed,0
47,72347,900,Self-employed,1
28,105449,547,Self-employed,0
39,62062,695,Self-employed,1
62,59180,629,Unemployed,0
21,94522,670,Salaried,1
49,144403,636,Salaried,1
55,79721,756,Unemployed,1
60,90046,753,Self-employed,1
34,113440,662,Self-employed,1
55,100297,550,Salaried,0
40,100494,587,Salaried,1
33,82144,476,Salaried,0
58,82727,613,Salaried,1
28,62345,455,Salaried,0
63,99591,674,Salaried,1
40,98906,682,Self-employed,1
53,106514,760,Salaried,1
46,70356,515,Salaried,1
59,109904,523,Salaried,1
41,119000,817,Salaried,1
62,48581,499,Salaried,1
63,76093,875,Salaried,1
61,120250,548,Salaried,1
29,65513,549,Self-employed,0
44,100862,742,Salaried,1
57,85257,710,Self-employed,1
61,94926,830,Unemployed,1
37,86171,441,Self-employed,0
44,107385,708,Salaried,1
41,54354,644,Salaried,0
59,57600,531,Self-employed,1
61,128935,856,Unemployed,1
59,148010,675,Unemployed,1
33,84837,643,Salaried,1
31,136457,699,Self-employed,1
39,61846,459,Unemployed,0
31,69052,512,Unemployed,1
33,128724,613,Salaried,1
21,109123,684,Salaried,1
60,133192,790,Salaried,1
64,99056,552,Salaried,1
39,54623,527,Self-employed,0
32,91707,705,Unemployed,0
28,121060,635,Unemployed,1
28,81017,438,Salaried,0
32,76406,548,Self-employed,0
53,99515,630,Salaried,1
46,68214,633,Self-employed,1
59,93865,659,Self-employed,1
48,86905,506,Salaried,1
25,70287,635,Salaried,1
28,114422,754,Salaried,1
45,104379,332,Salaried,0
47,74389,618,Unemployed,1
43,84551,467,Salaried,0
50,76861,646,Salaried,1
43,65840,484,Salaried,0
40,34051,664,Unemployed,0
38,70485,828,Salaried,1
38,66279,542,Salaried,0
22,88446,558,Self-employed,0
24,98220,598,Salaried,1
50,60934,685,Salaried,1
53,96204,537,Self-employed,1
56,56312,608,Salaried,1
38,81241,576,Unemployed,1
57,66927,598,Self-employed,0
39,107385,686,Self-employed,1
48,88503,710,Salaried,1
60,81694,487,Unemployed,0
40,66242,685,Self-employed,1
53,75134,900,Salaried,1
32,139871,819,Salaried,1
35,69967,579,Salaried,0
61,99382,664,Self-employed,1
59,81620,646,Unemployed,0
22,98524,700,Self-employed,1
49,110109,603,Self-employed,1
61,74380,620,Salaried,1
30,106293,569,Self-employed,1
22,167699,770,Unemployed,1
31,102026,684,Salaried,1
33,133407,685,Salaried,1
30,99431,784,Salaried,1
34,57041,785,Salaried,1
38,93270,764,Self-employed,1
29,75088,782,Unemployed,1
59,67121,821,Salaried,1
48,82822,543,Salaried,1
23,80357,617,Salaried,1
40,53202,727,Unemployed,0
26,166253,552,Salaried,1
47,109236,610,Salaried,0
22,92331,671,Salaried,1
49,87696,624,Salaried,1
58,121070,657,Unemployed,1
23,147267,524,Salaried,1
36,105552,645,Self-employed,1
50,88635,664,Self-employed,0
60,129179,827,Salaried,1
22,89270,620,Salaried,1
37,98059,578,Unemployed,1
61,115030,728,Self-employed,0
32,73405,300,Self-employed,0
55,22724,615,Self-employed,0
63,71947,593,Unemployed,0
21,108190,678,Salaried,1
35,106076,787,Salaried,1
46,125280,820,Salaried,1
57,73095,677,Salaried,1
41,132427,479,Salaried,0
51,90552,593,Unemployed,0
45,103132,605,Unemployed,1
43,112108,690,Salaried,1
44,43550,656,Salaried,1
58,54853,574,Salaried,0
48,53857,512,Unemployed,0
41,117166,554,Salaried,0
63,75836,550,Self-employed,0
38,145827,828,Unemployed,1
56,85101,565,Salaried,1
55,40858,656,Unemployed,0
29,64827,756,Salaried,0
58,88521,671,Self-employed,0
50,100455,530,Salaried,1
64,55454,758,Salaried,1
54,102054,688,Unemployed,1
52,110066,409,Self-employed,1
23,65771,787,Salaried,1
23,144074,746,Salaried,1
48,69020,687,Salaried,1
64,55003,829,Self-employed,1
35,39123,743,Salaried,1
61,121619,774,Unemployed,1
43,85686,764,Salaried,1
60,70621,733,Salaried,0
31,40775,453,Self-employed,0
52,73322,466,Salaried,0
56,156443,743,Unemployed,1
53,20665,785,Self-employed,0
44,66050,572,Salaried,1
59,138783,527,Self-employed,1
54,122469,678,Salaried,1
48,67881,490,Salaried,0
57,91107,631,Salaried,0
27,98888,610,Self-employed,1
24,89015,625,Salaried,1
57,138533,857,Salaried,1
21,95192,580,Salaried,0
21,119065,655,Salaried,1
40,90447,505,Salaried,1
39,24028,753,Salaried,0
49,49227,630,Salaried,1
30,55453,779,Salaried,1
38,77521,379,Salaried,0
48,147352,643,Unemployed,1
55,95872,664,Self-employed,0
63,81826,750,Salaried,1
51,122156,579,Unemployed,0
47,41443,736,Salaried,0
31,70309,591,Salaried,1
58,65880,660,Unemployed,0
25,96941,751,Self-employed,1
28,111875,547,Unemployed,0
54,99144,731,Unemployed,1
32,99619,686,Salaried,1
58,74166,613,Unemployed,0
21,94622,576,Unemployed,0
51,59804,418,Salaried,0
24,105224,641,Unemployed,1
25,69981,613,Salaried,1
50,51354,720,Self-employed,0
44,86134,709,Salaried,1
23,27606,767,Salaried,0
31,129231,771,Self-employed,1
24,108912,900,Salaried,1
46,95109,706,Self-employed,1
47,36289,555,Self-employed,0
63,63994,740,Salaried,1
47,86216,826,Salaried,1
62,77106,702,Self-employed,0
26,34343,416,Unemployed,0
35,45507,711,Self-employed,0
50,76507,580,Self-employed,1
62,46501,504,Self-employed,0
57,126141,670,Salaried,1
57,99836,482,Salaried,0
62,60896,762,Unemployed,1
57,120074,730,Self-employed,1
55,114031,640,Salaried,1
43,93668,589,Salaried,1
26,83812,629,Salaried,0
24,76045,538,Self-employed,0
38,68801,641,Salaried,1
29,44896,337,Self-employed,0
49,130849,659,Salaried,0
33,69384,662,Salaried,0
37,85846,742,Unemployed,1
52,57692,682,Salaried,1
42,77216,757,Unemployed,1
24,170523,710,Salaried,1
25,63220,764,Salaried,1
57,128457,900,Salaried,1
61,84165,696,Self-employed,1
33,105398,670,Self-employed,1
54,122337,780,Salaried,1
42,93168,598,Salaried,1
43,74448,636,Self-employed,0
23,79417,696,Salaried,0
62,80427,657,Salaried,1
54,140931,657,Salaried,1
52,40476,748,Self-employed,1
41,31878,463,Salaried,0
64,33878,873,Salaried,1
41,58182,703,Salaried,1
64,106002,605,Salaried,1
31,107842,829,Self-employed,1
59,66774,661,Unemployed,0
24,84145,664,Salaried,0
21,51511,626,Salaried,1
48,54293,811,Salaried,1
44,102396,648,Unemployed,1
55,116430,588,Salaried,1
33,70695,759,Unemployed,0
54,134050,780,Salaried,1
31,113968,826,Salaried,1
56,132751,719,Salaried,1
37,75971,776,Self-employed,0
55,130620,621,Self-employed,1
38,150386,762,Salaried,1
60,72624,731,Salaried,1
42,80374,708,Salaried,1
44,56568,478,Salaried,0
39,50673,607,Salaried,0
57,51023,644,Salaried,0
59,60656,708,Self-employed,0
41,93242,900,Salaried,1
28,61924,744,Salaried,1
48,92324,560,Salaried,1
25,92945,597,Salaried,0
37,70896,802,Salaried,1
57,83120,592,Salaried,1
56,69162,762,Salaried,1
39,75677,662,Unemployed,0
47,60734,631,Salaried,1
54,87523,594,Salaried,1
31,66983,314,Unemployed,0
32,50018,709,Salaried,1
41,102802,534,Unemployed,1
31,103818,493,Salaried,0
59,118350,677,Self-employed,1
48,54268,763,Self-employed,0
25,70572,463,Unemployed,0
37,91914,760,Self-employed,1
40,69938,550,Salaried,1
61,102127,721,Self-employed,1
32,99937,713,Salaried,1
26,99378,627,Self-employed,1
37,128790,653,Salaried,1
39,104322,606,Self-employed,1
46,89616,678,Self-employed,0
64,79193,678,Unemployed,1
64,81284,548,Salaried,0
52,53073,500,Self-employed,0
26,32028,760,Salaried,1
56,98912,672,Salaried,1
58,121708,745,Self-employed,1
31,75096,576,Self-employed,0
53,132612,559,Self-employed,1
44,79704,538,Self-employed,1
43,26386,630,Salaried,0
35,112547,675,Self-employed,1
47,70621,590,Salaried,1
31,115263,822,Salaried,1
37,46674,579,Salaried,0
34,97361,677,Self-employed,1
47,60986,552,Self-employed,0
38,91042,575,Salaried,1
48,107998,640,Self-employed,1
24,101032,558,Salaried,1
27,87081,659,Unemployed,1
55,43646,698,Self-employed,1
29,106910,770,Salaried,1
28,115942,531,Unemployed,0
37,53710,668,Salaried,1
37,58119,643,Self-employed,0
53,117206,446,Salaried,0
52,78746,525,Salaried,1
28,58896,702,Self-employed,1
39,93176,501,Salaried,0
58,65844,641,Unemployed,0
23,89831,416,Salaried,0
25,72603,638,Salaried,1
33,75174,424,Self-employed,0
51,118311,583,Salaried,1
36,20000,601,Salaried,0
52,101642,663,Unemployed,0
42,113363,622,Self-employed,1
49,66340,514,Salaried,0
42,113132,516,Self-employed,1
63,56229,472,Unemployed,0
23,65200,672,Salaried,1
30,61744,667,Self-employed,0
62,113538,723,Salaried,1
41,32651,594,Unemployed,0
36,134204,459,Self-employed,1
32,75851,615,Unemployed,0
22,103447,651,Unemployed,1
61,100861,521,Salaried,1
44,89536,532,Salaried,0
55,66979,699,Salaried,1
50,122271,661,Salaried,1
50,69554,774,Self-employed,1
55,63062,839,Self-employed,1
39,111331,484,Salaried,1
28,89372,603,Salaried,1
46,125734,663,Self-employed,1
60,83119,689,Salaried,1
27,65473,761,Salaried,1
50,93242,730,Self-employed,1
27,71571,775,Salaried,1
23,66342,656,Unemployed,0
21,109956,580,Salaried,1
56,139946,864,Self-employed,1
45,77606,666,Self-employed,1
57,55757,623,Salaried,1
21,80396,532,Salaried,1
35,100444,667,Salaried,1
57,92724,760,Salaried,1
33,120826,594,Salaried,1
60,104952,635,Self-employed,1
28,51897,677,Self-employed,0
25,70200,701,Self-employed,1
29,43574,621,Salaried,1
21,119340,606,Self-employed,1
56,25243,593,Salaried,0
55,46500,528,Unemployed,0
22,69645,565,Unemployed,0
60,101917,562,Self-employed,1
43,69350,480,Self-employed,0
29,74043,759,Salaried,1
54,74634,689,Salaried,1
34,90183,665,Unemployed,0
24,48384,793,Salaried,1
50,56584,728,Salaried,0
51,135427,563,Unemployed,1
58,97071,779,Self-employed,1
31,107823,756,Salaried,1
55,86740,527,Salaried,0
28,80791,749,Salaried,1
23,98713,598,Self-employed,1
34,106828,759,Salaried,1
33,110382,612,Unemployed,1
52,81203,591,Self-employed,0
54,113661,602,Salaried,1
39,20000,543,Salaried,0
58,111768,487,Self-employed,0
36,72192,375,Unemployed,0
22,101601,533,Salaried,0
60,65520,900,Unemployed,1
37,45199,702,Salaried,0
54,95191,855,Salaried,1
62,39954,614,Unemployed,0
36,73009,598,Salaried,1
58,60627,838,Self-employed,1
22,79749,691,Salaried,1
22,108916,544,Unemployed,1
46,70304,719,Unemployed,0
33,94437,787,Unemployed,1
51,107180,492,Salaried,0
54,66782,701,Salaried,1
59,67217,500,Self-employed,0
23,126079,781,Salaried,1
28,82618,675,Self-employed,1
43,100274,719,Self-employed,1
34,100046,626,Salaried,1
47,49060,454,Self-employed,0
49,62173,601,Unemployed,0
59,96260,752,Unemployed,1
59,22980,869,Salaried,1
21,78661,681,Salaried,1
37,59041,574,Salaried,0
61,118315,708,Salaried,1
50,95383,742,Salaried,1
33,120737,664,Unemployed,1
41,83826,657,Salaried,0
39,81583,673,Salaried,1
39,75852,654,Salaried,1
45,69907,682,Salaried,1
42,165539,851,Salaried,1
51,109215,426,Self-employed,0
37,53014,623,Salaried,1
43,164179,547,Salaried,1
52,72850,779,Salaried,1
30,94634,634,Self-employed,1
30,113187,711,Salaried,1
56,38861,807,Salaried,0
28,60180,531,Unemployed,0
40,134444,591,Salaried,1
52,78255,795,Self-employed,1
34,114960,526,Unemployed,0
48,71395,595,Salaried,0
44,82148,473,Unemployed,0
35,138557,799,Unemployed,1
42,98125,586,Salaried,1
50,74654,688,Unemployed,0
24,64499,724,Salaried,1
33,67243,561,Salaried,0
43,122246,440,Unemployed,1
28,107964,625,Unemployed,0
38,50539,624,Self-employed,0
32,87615,643,Salaried,1
51,82995,643,Self-employed,1
34,94482,595,Self-employed,0
54,66892,590,Salaried,1
38,117934,682,Unemployed,1
54,84959,559,Salaried,1
31,96203,639,Salaried,1
61,61459,588,Salaried,1
32,62970,682,Salaried,1
35,164725,771,Self-employed,1
51,139002,776,Salaried,1
49,82909,791,Self-employed,1
46,130990,613,Salaried,1
38,121382,622,Salaried,1
52,66243,510,Self-employed,0
42,63252,612,Salaried,0
58,105060,616,Self-employed,1
37,92801,582,Self-employed,1
43,72939,581,Self-employed,1
44,106636,463,Self-employed,0
28,41725,502,Unemployed,0
61,88450,654,Unemployed,0
26,47832,659,Salaried,1
25,48820,703,Self-employed,0
64,63797,621,Salaried,1
49,95898,651,Salaried,0
48,64742,787,Salaried,1
31,48456,644,Unemployed,1
21,99317,580,Self-employed,1
63,129782,518,Salaried,1
39,104165,737,Salaried,1
29,139053,462,Unemployed,0
47,127275,557,Salaried,1
54,70377,696,Salaried,1
64,103964,440,Unemployed,0
24,82251,582,Self-employed,0
56,116862,664,Salaried,1
38,82245,607,Salaried,1
35,61339,541,Unemployed,0
33,126202,584,Unemployed,1
39,94533,739,Salaried,1
26,65094,851,Salaried,1
32,70038,665,Salaried,1
57,64902,431,Self-employed,0
37,54947,712,Self-employed,1
43,70674,606,Salaried,1
46,96190,529,Self-employed,0
49,86921,561,Self-employed,0
53,71853,566,Self-employed,0
47,129865,494,Unemployed,0
45,24680,643,Salaried,1
30,94184,851,Salaried,1
43,80717,529,Self-employed,0
41,55894,847,Unemployed,1
41,95933,672,Salaried,1
63,78407,639,Unemployed,0
33,122412,614,Salaried,1
57,111041,561,Salaried,1
53,142183,682,Salaried,1
44,70500,707,Unemployed,1
64,126896,383,Self-employed,0
31,50024,900,Salaried,1
37,81680,450,Unemployed,0
24,71042,592,Self-employed,0
45,103073,368,Unemployed,0
50,102348,620,Salaried,0
29,57981,599,Salaried,1
41,104745,593,Self-employed,0
40,73585,683,Self-employed,1
39,60496,623,Self-employed,0
39,84646,709,Self-employed,1
32,40694,513,Self-employed,0
57,112939,658,Salaried,1
62,83331,580,Self-employed,0
37,83987,609,Salaried,1
57,82385,679,Salaried,1
59,134405,594,Salaried,1
48,130566,638,Self-employed,1
61,125522,523,Unemployed,1
55,82448,770,Salaried,1
38,51531,730,Salaried,1
34,84520,660,Salaried,0
55,94432,623,Unemployed,1
64,109378,638,Self-employed,0
61,94335,768,Unemployed,1
27,54205,722,Unemployed,0
61,68937,769,Salaried,0
33,66215,612,Salaried,1
38,101171,703,Salaried,1
57,101907,780,Salaried,1
33,105838,548,Salaried,1
56,94031,541,Salaried,1
51,23224,680,Self-employed,0
22,33224,514,Self-employed,0
36,80794,450,Salaried,0
29,87942,779,Self-employed,1
29,122609,798,Salaried,1
58,87333,520,Self-employed,0
31,55721,492,Self-employed,0
42,104864,578,Salaried,1
53,84482,787,Self-employed,0
56,72938,604,Self-employed,0
43,36562,660,Salaried,0
54,87555,685,Salaried,1
29,91864,669,Unemployed,1
44,55115,814,Salaried,1
28,107330,570,Self-employed,0
27,104643,638,Unemployed,1
56,86467,675,Salaried,1
38,85351,644,Salaried,1
23,113381,515,Unemployed,0
48,96025,488,Salaried,1
26,63932,485,Self-employed,0
64,79070,729,Self-employed,1
64,101705,559,Self-employed,0
41,24030,701,Unemployed,1
48,57054,659,Unemployed,0
60,105464,542,Self-employed,1
21,121266,545,Unemployed,1
56,115631,664,Unemployed,1
41,111798,658,Unemployed,1
63,88892,704,Self-employed,1
55,54132,599,Salaried,0
33,79101,556,Self-employed,1
30,25201,662,Salaried,0
64,124019,806,Salaried,1
30,60486,443,Salaried,0
33,68999,562,Unemployed,1
57,116758,714,Salaried,1
58,36561,673,Self-employed,0
44,49317,716,Self-employed,1
22,93039,602,Salaried,1
42,100611,472,Self-employed,0
37,82848,833,Self-employed,1
56,83827,769,Unemployed,1
34,123051,647,Salaried,1
30,104089,557,Salaried,1
55,100035,596,Self-employed,1
45,108269,675,Salaried,1
23,75982,622,Salaried,1
58,150194,648,Salaried,1
37,20000,827,Self-employed,0
32,128737,751,Salaried,1
44,112063,521,Self-employed,1
49,92448,658,Unemployed,1
63,87400,592,Self-employed,0
45,80333,682,Salaried,0
56,118103,643,Salaried,1
46,83804,900,Salaried,1
58,63163,697,Salaried,0
21,112059,635,Salaried,1
40,132542,852,Salaried,1
48,27184,672,Self-employed,0
36,155712,482,Unemployed,0
37,53898,636,Unemployed,0
60,56191,717,Salaried,0
48,47653,703,Self-employed,0
32,85025,760,Salaried,1
47,46608,666,Self-employed,0
62,50252,659,Salaried,1
50,64343,495,Unemployed,0
61,89153,818,Unemployed,1
54,92045,616,Salaried,1
57,122235,542,Self-employed,0
26,121544,900,Self-employed,1
27,115738,834,Salaried,1
52,77151,600,Self-employed,1
52,29764,443,Self-employed,0
45,29100,570,Unemployed,0
53,115531,823,Self-employed,1
27,110312,669,Self-employed,1
32,66498,501,Unemployed,0
36,41777,736,Unemployed,0
36,53585,626,Salaried,0
63,90240,578,Salaried,0
56,90296,586,Self-employed,1
33,116275,793,Unemployed,1
27,71489,710,Salaried,1
56,77678,486,Salaried,0
29,118759,690,Salaried,1
52,21247,661,Self-employed,0
31,94523,603,Unemployed,1
28,74973,609,Salaried,0
53,106382,554,Salaried,1
43,100378,577,Unemployed,1
45,64110,681,Salaried,1
28,69779,619,Unemployed,0
42,20000,710,Salaried,1
24,107499,563,Self-employed,0
60,92193,727,Self-employed,1
23,126955,794,Self-employed,1
49,73017,649,Unemployed,0
61,112430,707,Unemployed,1
49,52902,711,Unemployed,0
54,20000,594,Salaried,0
54,82164,711,Salaried,1
48,67999,400,Salaried,0
33,53475,356,Unemployed,0
35,111943,613,Self-employed,1
43,121247,719,Unemployed,1
64,88162,640,Unemployed,0
46,79524,732,Self-employed,0
24,86881,517,Unemployed,0
46,65412,747,Unemployed,0
60,101877,829,Unemployed,1
29,38818,573,Self-employed,0
25,52807,734,Unemployed,1
52,61262,652,Salaried,1
40,101240,698,Self-employed,1
31,75925,828,Salaried,1
35,125811,686,Salaried,1
52,109099,734,Unemployed,1
48,60967,511,Self-employed,0
42,104003,730,Salaried,1
61,72753,827,Salaried,1
37,99195,548,Unemployed,0
46,110553,614,Unemployed,1
64,118441,725,Salaried,1
27,91060,699,Unemployed,1
62,133003,500,Salaried,0
46,98239,668,Self-employed,1
45,89051,613,Self-employed,1
30,75924,543,Unemployed,0
39,66060,799,Unemployed,1
31,97596,650,Salaried,1
33,88022,758,Self-employed,0
28,92824,520,Salaried,0
60,99422,714,Self-employed,0
24,92698,766,Self-employed,0
51,145398,623,Salaried,1
48,69161,595,Salaried,0
31,97968,506,Salaried,1
63,78169,554,Self-employed,1
21,20000,600,Self-employed,0
58,79195,542,Salaried,0
44,56905,565,Unemployed,1
51,82995,667,Salaried,1
61,84207,680,Self-employed,1
46,96560,769,Self-employed,1
25,69094,566,Salaried,0
40,72847,652,Salaried,1
61,106020,604,Unemployed,1
31,60728,596,Self-employed,1
53,29846,615,Salaried,0
58,89710,628,Salaried,1
47,117125,677,Unemployed,1
54,105675,613,Salaried,0
35,90264,785,Unemployed,1
52,122519,462,Salaried,1
41,117460,765,Self-employed,1
25,75072,609,Salaried,1
26,92425,629,Unemployed,1
58,93713,648,Self-employed,1
42,82397,727,Self-employed,1
38,119027,553,Salaried,1
34,80435,577,Salaried,1
30,69991,705,Salaried,0
33,20000,463,Salaried,0
51,61050,646,Unemployed,1
50,45537,562,Self-employed,0
23,83788,539,Salaried,1
50,47389,469,Unemployed,0
26,103260,734,Unemployed,1
49,118253,667,Self-employed,1
28,84065,576,Self-employed,0
64,55479,631,Unemployed,0
63,93592,529,Self-employed,0
64,141804,591,Self-employed,1
53,132474,628,Self-employed,1
37,42817,657,Salaried,0
31,41704,693,Unemployed,1
33,34013,451,Self-employed,0
31,50890,693,Self-employed,0
51,92547,460,Salaried,0
48,68299,697,Salaried,1
64,59839,626,Salaried,0
26,116173,770,Salaried,1
61,100902,575,Self-employed,0
36,33858,735,Salaried,1
24,114451,521,Salaried,0
55,100181,661,Self-employed,1
46,100847,425,Self-employed,0
32,67885,747,Salaried,1
31,79380,839,Salaried,1
57,25818,573,Unemployed,0
45,111009,663,Salaried,1
38,55032,698,Unemployed,0
39,58881,479,Salaried,0
43,58475,567,Self-employed,0
58,139012,560,Salaried,1
38,64938,900,Unemployed,1
46,113267,765,Salaried,1
26,84280,626,Salaried,1
24,60126,735,Salaried,1
64,54687,673,Unemployed,0
49,66134,715,Unemployed,0
54,82766,534,Salaried,1
37,103052,801,Salaried,1
63,70870,565,Self-employed,0
63,69747,571,Unemployed,0
36,58565,714,Self-employed,0
22,49178,688,Unemployed,0
54,46669,652,Salaried,1
28,114640,742,Salaried,1
33,69134,522,Salaried,0
62,71791,852,Self-employed,1
28,65001,594,Salaried,0
50,75494,640,Salaried,0
52,96132,854,Salaried,1
56,70393,571,Self-employed,0
50,90422,762,Salaried,1
21,127546,626,Salaried,1
63,60410,557,Unemployed,0
59,71815,607,Salaried,1
37,104231,712,Salaried,1
40,129918,761,Self-employed,1
44,47730,674,Unemployed,0
42,33975,474,Self-employed,0
49,84981,719,Salaried,1
42,81883,634,Unemployed,1
64,106005,528,Self-employed,1
29,101426,688,Salaried,1
57,83981,774,Self-employed,1
30,116476,650,Self-employed,1
